,8626,3367,7680,3967,7940,3134,8419,5796,7739,2018,9971,8995,974,9134,3482,7850,3527,8243,2129,7731,7017,7560,7024,7973,5439,8829,2337,8084,1103,7965,545,8317,171,8967,2986,9121,4526,8467,6423,9052,2470,9001,4357,7900,7541,5658,8086,2638,8236,1169,7627,7741,5921,5129,3310,4297,4336,7030,668,5615,5275,6061,5545,1192,7429,1354,744,252,114,26,6578,3506,3009,2980,2925,2814,6266,1415,3849,7504,5246,1718,781,7016,5450,5892,6063,1792,5395,5738,7108,1800,890,370
8626
3367,0.0-S
7680,0.0-S,0.0-S
3967,0.0-S,0.0-S,0.0-S
7940,0.0-S,0.0-S,0.0-S,0.0-S
3134,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
8419,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
5796,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
7739,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
2018,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
9971,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
8995,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
974,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
9134,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
3482,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
7850,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
3527,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
8243,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
2129,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
7731,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S,0.0-S
