,7024,1800,5658,2018,7017,974,5796,545,3849,5439,2129,5921,1103,5738,2337,2980,2470,6266,1169,7016,668,4526,252,3134,2638,5129,2814,6061,4297,1192,5545,744,5450,1354,3482,26,1415,3527,781,3506,370,3310,171,6063,114,3367,1718,5246,1792,5275,890,3009,7731,5615,9134,3967,8626,5395,7030,4336,8767,2986,9001,5892,7560,2925,8084,6423,7741,7541,4357,9121,7627,6578,7429,7850,7108,7680,7940,8967,7973,7900,8317,8995,8086,9971,8467,8243,8236,7739,9052,7504,8829,7965,8419,2072,3723
2638,0(0.92),0(1.02),0(0.96),0(0.94),-2(0.93),0(0.91),0(0.97),0(0.96),0(0.93),0(0.96),0(0.95),0(0.94),0(0.96),0(1.07),0(0.94),0(1.04),0(0.97),0(0.93),0(0.93),0(0.91),0(0.96),0(0.91),0(0.96),0(0.95),0.0,0(0.96),0(0.94),0(0.92),0(0.98),0(0.95),0(0.99),0(1.06),-40(1.04),0(0.92),0(0.91),0(0.9),0(0.91),0(1.05),0(0.92),0(0.96),0(0.91),0(0.93),0(0.93),0(0.94),0(0.94),0(0.92),0(0.93),0(0.96),0(0.96),0(0.94),0(0.95),-,0(0.94),0(1.0),-1(0.92),0(0.94),0(0.94),0(0.93),0(0.97),0(0.92),0(0.94),0(0.95),-,0(0.96),0(0.96),0(0.94),0(0.94),7(0.93),0(0.95),0(0.94),0(0.96),0(0.95),0(0.98),0(0.94),0(0.92),0(0.95),0(0.97),0(0.95),0(0.96),0(1.0),0(0.91),0(0.95),0(0.94),0(0.93),0(0.94),0(0.94),0(1.08),0(0.93),0(0.94),0(0.93),0(0.96),0(0.96),0(0.92),0(0.95),0(0.95),0(0.95),0(0.9)
5129,0(0.91),0(1.02),0(0.95),0(0.93),-2(0.94),0(0.91),0(0.96),0(0.95),0(0.92),0(0.96),0(0.95),0(0.93),0(0.95),0(1.07),0(0.93),0(1.04),0(0.96),0(0.92),0(0.92),0(0.91),0(0.96),0(0.91),0(0.96),0(0.94),0(0.96),0.0,0(0.94),0(0.92),0(0.98),0(0.94),0(0.99),0(1.05),-40(1.04),0(0.92),0(0.91),-,0(0.91),0(1.04),0(0.91),0(0.95),0(0.91),0(0.93),0(0.93),0(0.95),0(0.93),0(0.93),0(0.93),0(0.96),0(0.96),0(0.94),0(0.95),-,0(0.94),0(1.0),-1(0.91),0(0.93),0(0.93),0(0.93),0(0.96),0(0.92),0(0.93),0(0.94),-,0(0.96),0(0.95),0(0.93),0(0.93),7(0.94),0(0.94),0(0.93),0(0.95),0(0.95),0(0.98),0(0.93),0(0.92),0(0.95),0(0.97),0(0.94),0(0.97),0(1.0),0(0.91),0(0.94),0(0.93),0(0.92),0(0.94),0(0.94),0(1.07),0(0.92),0(0.94),0(0.92),0(0.95),0(0.96),0(0.91),0(0.95),0(0.94),0(0.95),-
2814,-,0(1.0),0(0.93),0(0.92),-2(0.94),-,0(0.95),0(0.94),-,0(0.93),0(0.93),0(0.91),0(0.94),0(1.06),0(0.9),0(1.03),0(0.95),0(0.91),0(0.9),-,0(0.95),0(0.9),0(0.95),0(0.93),0(0.94),0(0.94),0.0,-,0(0.96),0(0.93),0(0.97),0(1.02),-41(1.01),0(0.91),0(0.91),-,-,0(1.02),0(0.9),0(0.93),0(0.91),0(0.93),0(0.93),0(0.95),0(0.91),0(0.93),0(0.92),0(0.96),0(0.94),0(0.93),0(0.94),-,0(0.93),0(0.99),-,0(0.92),0(0.91),0(0.91),0(0.94),0(0.92),0(0.91),0(0.93),-,0(0.96),0(0.93),0(0.92),0(0.91),7(0.93),0(0.92),0(0.91),0(0.94),0(0.94),0(0.96),0(0.92),0(0.92),0(0.94),0(0.96),0(0.93),0(0.96),0(1.0),0(0.9),0(0.93),0(0.91),0(0.9),0(0.94),0(0.93),0(1.05),-,0(0.93),0(0.9),0(0.94),0(0.95),0(0.9),0(0.94),0(0.92),0(0.94),-
6061,0(0.91),0(0.94),0(0.92),0(0.91),-3(0.9),0(0.9),0(0.92),0(0.91),0(0.92),0(0.92),0(0.91),0(0.92),0(0.91),0(0.94),0(0.92),0(0.92),0(0.92),0(0.91),0(0.92),0(0.9),0(0.91),0(0.9),0(0.91),0(0.91),0(0.92),0(0.92),-,0.0,0(0.92),0(0.91),0(0.93),0(0.95),-40(1.02),-,-,-,0(0.91),0(0.95),0(0.91),0(0.92),-,-,-,-,0(0.92),-,0(0.9),0(0.9),0(0.92),0(0.9),0(0.91),-1(0.9),0(0.9),0(0.92),-1(0.92),0(0.91),0(0.91),0(0.91),0(0.92),-,0(0.93),0(0.91),-,0(0.9),0(0.93),0(0.91),0(0.91),7(0.9),0(0.92),0(0.92),0(0.92),0(0.91),0(0.92),0(0.91),-,0(0.91),0(0.92),0(0.91),0(0.9),0(0.92),-,0(0.91),0(0.92),0(0.91),-,0(0.9),0(0.95),0(0.91),0(0.91),0(0.92),0(0.91),0(0.91),0(0.9),0(0.91),0(0.93),0(0.91),0(0.9)
4297,0(0.91),0(1.05),0(0.97),0(0.94),-2(0.95),0(0.91),0(0.98),0(0.97),0(0.92),0(0.97),0(0.96),0(0.93),0(0.97),0(1.11),0(0.93),0(1.09),0(0.98),0(0.93),0(0.93),0(0.91),0(0.97),0(0.92),0(0.98),0(0.96),0(0.98),0(0.98),0(0.96),0(0.92),0.0,0(0.96),0(1.01),0(1.09),-40(1.05),0(0.93),0(0.92),-,0(0.91),0(1.07),0(0.92),0(0.96),0(0.92),0(0.95),0(0.95),0(0.97),0(0.93),0(0.94),0(0.94),0(0.98),0(0.97),0(0.95),0(0.97),-,0(0.96),0(1.03),0(0.92),0(0.94),0(0.94),0(0.93),0(0.97),0(0.93),0(0.94),0(0.96),-,0(0.99),0(0.96),0(0.94),0(0.94),7(0.95),0(0.96),0(0.94),0(0.97),0(0.96),0(1.0),0(0.94),0(0.94),0(0.97),0(1.0),0(0.96),0(0.99),0(1.03),0(0.92),0(0.96),0(0.93),0(0.92),0(0.96),0(0.96),0(1.13),0(0.92),0(0.95),0(0.93),0(0.97),0(0.98),0(0.92),0(0.97),0(0.95),0(0.97),-
1192,0(0.9),0(1.0),0(0.94),0(0.92),-2(0.93),-,0(0.95),0(0.94),0(0.91),0(0.94),0(0.93),0(0.92),0(0.94),0(1.04),0(0.92),0(1.01),0(0.95),0(0.92),0(0.91),0(0.9),0(0.94),0(0.9),0(0.95),0(0.93),0(0.95),0(0.94),0(0.93),0(0.91),0(0.96),0.0,0(0.97),0(1.02),-40(1.02),0(0.91),0(0.9),-,0(0.9),0(1.02),0(0.91),0(0.94),0(0.9),0(0.92),0(0.92),0(0.93),0(0.92),0(0.92),0(0.92),0(0.95),0(0.94),0(0.93),0(0.94),-,0(0.93),0(0.98),0(0.91),0(0.92),0(0.92),0(0.92),0(0.94),0(0.91),0(0.93),0(0.93),-,0(0.95),0(0.94),0(0.92),0(0.92),7(0.93),0(0.93),0(0.92),0(0.94),0(0.94),0(0.96),0(0.92),0(0.91),0(0.94),0(0.96),0(0.93),0(0.95),0(0.98),0(0.9),0(0.93),0(0.92),0(0.91),0(0.93),0(0.93),0(1.05),0(0.91),0(0.93),0(0.91),0(0.94),0(0.94),0(0.9),0(0.94),0(0.93),0(0.94),-
5545,3(0.93),0(1.07),0(0.97),0(0.95),0(1.05),3(0.92),0(0.99),0(0.98),3(0.94),0(0.99),0(0.97),0(0.94),0(0.99),0(1.24),0(0.95),0(1.1),0(1.01),0(0.95),0(0.94),0(0.92),0(1.0),0(0.93),0(0.99),0(0.98),0(0.99),0(0.99),0(0.97),0(0.93),0(1.01),0(0.97),0.0,0(1.1),-43(1.08),0(0.93),0(0.94),-3(0.91),0(0.93),0(1.19),0(0.93),0(0.97),0(0.94),0(0.95),0(0.96),0(0.98),0(0.94),0(0.95),0(0.95),0(1.01),0(0.99),0(0.96),0(0.97),-4(0.91),0(0.97),0(1.06),-4(0.93),0(0.95),0(0.95),0(0.96),0(0.98),0(0.96),0(0.96),0(0.97),-,0(0.99),0(0.99),0(0.97),0(0.95),0(1.02),0(0.97),0(0.96),0(0.98),0(0.97),0(1.01),0(0.95),0(0.97),0(0.99),0(1.01),0(0.96),0(1.0),0(1.06),0(0.93),0(0.97),0(0.95),0(0.94),0(0.96),0(0.97),0(1.14),0(0.94),0(0.96),0(0.94),0(0.98),0(0.99),0(0.93),0(0.97),0(0.98),0(0.97),-3(0.92)
744,0(0.94),0(1.2),0(1.03),0(0.99),-2(1.02),0(0.93),0(1.06),0(1.03),0(0.96),0(1.04),0(1.03),0(0.98),0(1.04),0(1.28),0(0.97),0(1.22),0(1.06),0(0.97),0(0.96),0(0.94),0(1.04),0(0.94),0(1.05),0(1.02),0(1.06),0(1.05),0(1.02),0(0.95),0(1.09),0(1.02),0(1.1),0.0,-40(1.1),0(0.97),0(0.94),1(0.92),0(0.94),0(1.22),0(0.95),0(1.03),0(0.95),0(1.0),0(1.0),0(1.03),0(0.97),0(0.99),0(0.99),0(1.05),0(1.05),0(1.01),0(1.03),-,0(1.01),0(1.13),0(0.95),0(0.99),0(0.99),0(0.97),0(1.05),0(0.97),0(0.99),0(1.02),15(0.9),0(1.06),0(1.02),0(0.99),0(0.99),7(1.02),0(1.02),0(0.98),0(1.03),0(1.02),0(1.08),0(1.0),0(0.99),0(1.03),0(1.08),0(1.02),0(1.07),0(1.14),0(0.94),0(1.02),0(0.98),0(0.96),0(1.01),0(1.01),0(1.31),0(0.96),0(1.01),0(0.97),0(1.04),0(1.05),0(0.95),0(1.03),0(1.01),0(1.03),0(0.92)
5450,-40(1.01),-41(1.08),-40(1.04),-40(1.02),-45(1.03),-40(1.01),-40(1.04),-41(1.03),-40(1.02),-40(1.04),-40(1.03),-40(1.03),-41(1.03),-42(1.06),-40(1.03),-41(1.08),-40(1.03),-40(1.02),-40(1.03),-40(1.01),-40(1.03),-41(1.01),-41(1.03),-41(1.02),-40(1.04),-40(1.04),-41(1.01),-40(1.02),-40(1.05),-40(1.02),-43(1.08),-40(1.1),0.0,40(1.01),41(1.0),40(1.0),41(1.01),41(1.08),40(1.02),40(1.04),41(1.0),41(1.01),42(1.0),43(1.02),40(1.03),42(1.0),40(1.01),41(1.02),40(1.03),41(1.01),40(1.03),40(1.0),41(1.02),41(1.05),39(1.02),40(1.02),40(1.02),40(1.02),40(1.05),42(1.01),40(1.04),39(1.02),55(1.03),42(1.02),40(1.05),40(1.02),40(1.02),48(1.05),40(1.03),40(1.03),40(1.03),41(1.03),40(1.05),40(1.02),45(1.03),42(1.03),40(1.04),40(1.02),41(1.03),42(1.05),41(1.0),41(1.02),39(1.03),40(1.02),41(1.01),41(1.02),40(1.1),40(1.02),40(1.02),40(1.03),40(1.03),41(1.03),41(1.01),40(1.02),40(1.05),41(1.02),40(1.0)
1354,-,0(0.95),0(0.92),0(0.9),-3(0.91),-,0(0.92),0(0.91),-,0(0.92),0(0.91),0(0.9),0(0.92),0(0.97),0(0.9),0(0.96),0(0.92),0(0.9),0(0.9),-,0(0.92),-,0(0.92),0(0.91),0(0.92),0(0.92),0(0.91),-,0(0.93),0(0.91),0(0.93),0(0.97),40(1.01),0.0,-,-,-,0(0.96),-,0(0.91),-,0(0.9),0(0.9),0(0.91),0(0.9),-,0(0.9),0(0.92),0(0.92),0(0.91),0(0.91),-,0(0.91),0(0.94),-,0(0.9),0(0.9),0(0.9),0(0.92),0(0.9),0(0.91),0(0.91),-,0(0.92),0(0.92),0(0.91),0(0.91),7(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.93),0(0.9),-,0(0.91),0(0.92),0(0.91),0(0.92),0(0.94),-,0(0.91),0(0.91),-,0(0.91),0(0.91),0(0.98),-,0(0.91),0(0.9),0(0.92),0(0.92),-,0(0.91),0(0.91),0(0.91),-
3482,-,0(0.94),0(0.9),-,0(0.93),-,0(0.91),0(0.91),-,0(0.91),0(0.91),-,0(0.91),0(0.98),-,0(0.95),0(0.91),-,-,-,0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),-,0(0.92),0(0.9),0(0.94),0(0.94),41(1.0),-,0.0,-,-,0(0.97),-,0(0.9),0(0.9),0(0.9),0(0.9),0(0.91),-,0(0.9),-,0(0.92),0(0.91),0(0.9),0(0.91),-,0(0.91),0(0.93),-,-,-,0(0.9),0(0.91),0(0.91),0(0.9),0(0.9),-,0(0.91),0(0.91),0(0.91),-,0(0.92),0(0.9),0(0.9),0(0.91),0(0.91),0(0.92),-,-,0(0.91),0(0.92),0(0.9),0(0.92),0(0.94),-,0(0.9),-,-,0(0.9),0(0.9),0(0.95),-,0(0.9),-,0(0.91),0(0.91),-,0(0.91),0(0.91),0(0.9),-
26,-,1(0.91),1(0.9),-,-,-,-,-,0(0.9),1(0.9),-,1(0.9),-,-,1(0.91),-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,-3(0.91),1(0.92),40(1.0),-,-,0.0,-,1(0.91),-,-1(0.9),-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-2(0.9),-,-,-,-1(0.9),-,-1(0.91),-,-,-,0(0.91),-,-,-,0(0.9),0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-1(0.91),-,-,-,-1(0.91),-,-,0(0.9),-,-,-,-,-1(0.91),-,-
1415,0(0.9),0(0.93),0(0.91),0(0.9),0(0.92),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.95),0(0.91),0(0.92),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),-,0(0.9),0(0.9),0(0.91),0(0.91),-,0(0.91),0(0.91),0(0.9),0(0.93),0(0.94),41(1.01),-,-,-,0.0,0(0.96),0(0.9),0(0.91),-,-,-,-,0(0.91),-,-,0(0.9),0(0.91),-,0(0.91),-,0(0.9),0(0.92),-1(0.91),0(0.9),0(0.9),0(0.91),0(0.91),0(0.9),0(0.92),0(0.9),-,-,0(0.92),0(0.91),0(0.9),0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),0(0.9),-,0(0.9),0(0.91),0(0.9),0(0.9),0(0.92),-,0(0.9),0(0.91),0(0.91),-,-,0(0.94),0(0.9),0(0.9),0(0.91),0(0.91),0(0.9),-,0(0.9),0(0.92),0(0.9),-
3527,0(0.94),0(1.17),0(1.01),0(0.98),0(1.11),0(0.93),0(1.05),0(1.03),0(0.96),0(1.04),0(1.02),0(0.98),0(1.05),0(1.44),0(0.98),0(1.21),0(1.07),0(0.98),0(0.97),0(0.95),0(1.06),0(0.96),0(1.05),0(1.02),0(1.05),0(1.04),0(1.02),0(0.95),0(1.07),0(1.02),0(1.19),0(1.22),41(1.08),0(0.96),0(0.97),1(0.91),0(0.96),0.0,0(0.95),0(1.02),0(0.97),0(0.99),0(1.0),0(1.02),0(0.97),0(0.99),0(0.99),0(1.07),0(1.05),0(1.0),0(1.02),-,0(1.02),0(1.14),0(0.95),0(0.99),0(0.98),0(0.99),0(1.03),0(0.99),0(1.0),0(1.01),0(0.92),0(1.05),0(1.05),0(1.01),0(0.99),0(1.05),0(1.01),0(0.99),0(1.04),0(1.02),0(1.08),0(0.99),0(1.0),0(1.03),0(1.08),0(1.01),0(1.06),0(1.15),0(0.95),0(1.01),0(0.99),0(0.97),0(1.0),0(1.01),0(1.28),0(0.97),0(1.01),0(0.98),0(1.03),0(1.04),0(0.96),0(1.02),0(1.03),0(1.01),-1(0.92)
781,0(0.9),0(0.94),0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.92),0(0.91),0(0.91),0(0.91),0(0.95),0(0.91),0(0.93),0(0.91),0(0.91),0(0.91),-,0(0.91),-,0(0.91),0(0.91),0(0.92),0(0.91),0(0.9),0(0.91),0(0.92),0(0.91),0(0.93),0(0.95),40(1.02),-,-,-,0(0.9),0(0.95),0.0,0(0.92),-,-,-,0(0.9),0(0.91),-,0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),-,0(0.9),0(0.92),-1(0.91),0(0.91),0(0.91),0(0.91),0(0.92),0(0.9),0(0.92),0(0.91),-,0(0.91),0(0.92),0(0.91),0(0.91),7(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.92),0(0.9),-,0(0.91),0(0.92),0(0.91),0(0.91),0(0.92),-,0(0.9),0(0.91),0(0.9),-,0(0.9),0(0.95),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),-,0(0.91),0(0.92),0(0.91),-
3506,0(0.91),0(1.0),0(0.95),0(0.93),-2(0.93),0(0.91),0(0.95),0(0.94),0(0.92),0(0.95),0(0.94),0(0.93),0(0.94),0(1.03),0(0.93),0(1.01),0(0.95),0(0.92),0(0.92),0(0.91),0(0.95),0(0.91),0(0.95),0(0.94),0(0.96),0(0.95),0(0.93),0(0.92),0(0.96),0(0.94),0(0.97),0(1.03),40(1.04),0(0.91),0(0.9),-1(0.9),0(0.91),0(1.02),0(0.92),0.0,0(0.91),0(0.92),0(0.92),0(0.93),0(0.93),0(0.91),0(0.92),0(0.94),0(0.95),0(0.93),0(0.94),-,0(0.93),0(0.98),-1(0.92),0(0.93),0(0.93),0(0.92),0(0.95),0(0.91),0(0.94),0(0.94),-,0(0.94),0(0.95),0(0.93),0(0.93),7(0.92),0(0.94),0(0.93),0(0.94),0(0.94),0(0.96),0(0.93),0(0.91),0(0.94),0(0.96),0(0.94),0(0.95),0(0.97),0(0.91),0(0.93),0(0.93),0(0.92),0(0.93),0(0.93),0(1.04),0(0.93),0(0.94),0(0.93),0(0.95),0(0.94),0(0.91),0(0.94),0(0.95),0(0.94),0(0.9)
370,-,0(0.94),0(0.91),-,0(0.93),-,0(0.91),0(0.91),-,0(0.91),0(0.91),-,0(0.91),0(0.98),0(0.9),0(0.95),0(0.91),0(0.9),0(0.9),-,0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),-,0(0.92),0(0.9),0(0.94),0(0.95),41(1.0),-,0(0.9),-,-,0(0.97),-,0(0.91),0.0,0(0.9),0(0.9),0(0.91),0(0.9),0(0.9),-,0(0.92),0(0.91),0(0.9),0(0.91),-,0(0.91),0(0.93),-,0(0.9),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),-,0(0.91),0(0.92),0(0.91),-,0(0.92),0(0.9),0(0.9),0(0.91),0(0.91),0(0.92),0(0.9),-,0(0.91),0(0.92),0(0.9),0(0.92),0(0.93),-,0(0.9),0(0.9),0(0.9),0(0.9),0(0.9),0(0.95),-,0(0.9),0(0.9),0(0.91),0(0.91),-,0(0.91),0(0.91),0(0.9),-
3310,-,0(0.98),0(0.92),0(0.91),-2(0.93),-,0(0.94),0(0.93),-,0(0.92),0(0.92),0(0.9),0(0.93),0(1.02),0(0.9),0(1.0),0(0.93),0(0.9),0(0.9),-,0(0.93),-,0(0.93),0(0.92),0(0.93),0(0.93),0(0.93),-,0(0.95),0(0.92),0(0.95),0(1.0),41(1.01),0(0.9),0(0.9),-,-,0(0.99),-,0(0.92),0(0.9),0.0,0(0.92),0(0.93),0(0.9),0(0.92),0(0.91),0(0.94),0(0.93),0(0.92),0(0.93),-,0(0.92),0(0.97),-,0(0.91),0(0.91),0(0.91),0(0.93),0(0.91),0(0.91),0(0.92),-,0(0.94),0(0.92),0(0.91),0(0.91),7(0.93),0(0.92),0(0.91),0(0.92),0(0.93),0(0.95),0(0.91),0(0.91),0(0.93),0(0.94),0(0.92),0(0.95),0(0.97),-,0(0.92),0(0.9),0(0.9),0(0.92),0(0.92),0(1.02),-,0(0.92),0(0.9),0(0.93),0(0.93),-,0(0.93),0(0.92),0(0.93),-
171,-,0(0.99),0(0.92),0(0.91),-2(0.93),-,0(0.94),0(0.93),-,0(0.92),0(0.92),-,0(0.93),0(1.04),-,0(1.01),0(0.93),0(0.9),-,-,0(0.94),-,0(0.94),0(0.92),0(0.93),0(0.93),0(0.93),-,0(0.95),0(0.92),0(0.96),0(1.0),42(1.0),0(0.9),0(0.9),-,-,0(1.0),-,0(0.92),0(0.9),0(0.92),0.0,0(0.94),0(0.9),0(0.92),0(0.91),0(0.94),0(0.93),0(0.92),0(0.93),-,0(0.92),0(0.97),-,0(0.91),0(0.9),0(0.91),0(0.93),0(0.91),0(0.91),0(0.92),-,0(0.95),0(0.92),0(0.91),0(0.91),7(0.93),0(0.92),0(0.91),0(0.93),0(0.93),0(0.95),0(0.91),0(0.91),0(0.93),0(0.95),0(0.92),0(0.95),0(0.98),-,0(0.92),0(0.9),-,0(0.93),0(0.92),0(1.03),-,0(0.92),-,0(0.93),0(0.94),-,0(0.93),0(0.92),0(0.93),-
6063,-,0(1.01),0(0.93),0(0.92),-2(0.94),-,0(0.95),0(0.94),-,0(0.93),0(0.94),0(0.9),0(0.94),0(1.06),0(0.9),0(1.04),0(0.95),0(0.91),0(0.9),-,0(0.95),0(0.9),0(0.95),0(0.94),0(0.94),0(0.95),0(0.95),-,0(0.97),0(0.93),0(0.98),0(1.03),43(1.02),0(0.91),0(0.91),-,-,0(1.02),0(0.9),0(0.93),0(0.91),0(0.93),0(0.94),0.0,0(0.91),0(0.93),0(0.92),0(0.96),0(0.94),0(0.93),0(0.94),-,0(0.93),0(0.99),-,0(0.92),0(0.91),0(0.91),0(0.94),0(0.92),0(0.91),0(0.93),-,0(0.96),0(0.92),0(0.92),0(0.91),7(0.93),0(0.92),0(0.91),0(0.94),0(0.94),0(0.96),0(0.92),0(0.93),0(0.95),0(0.96),0(0.93),0(0.97),0(1.0),0(0.9),0(0.94),0(0.91),0(0.9),0(0.94),0(0.93),0(1.06),-,0(0.93),0(0.9),0(0.94),0(0.95),0(0.9),0(0.94),0(0.92),0(0.94),-
114,0(0.92),0(0.95),0(0.93),0(0.92),-2(0.91),0(0.91),0(0.93),0(0.92),0(0.92),0(0.94),0(0.92),0(0.93),0(0.92),0(0.96),0(0.93),0(0.95),0(0.93),0(0.92),0(0.93),0(0.91),0(0.92),0(0.91),0(0.92),0(0.92),0(0.94),0(0.93),0(0.91),0(0.92),0(0.93),0(0.92),0(0.94),0(0.97),40(1.03),0(0.9),-,0(0.9),0(0.91),0(0.97),0(0.91),0(0.93),0(0.9),0(0.9),0(0.9),0(0.91),0.0,-,0(0.91),0(0.91),0(0.93),0(0.91),0(0.92),-1(0.9),0(0.92),0(0.94),-1(0.92),0(0.92),0(0.92),0(0.92),0(0.94),0(0.9),0(0.93),0(0.92),-,0(0.91),0(0.95),0(0.92),0(0.92),7(0.91),0(0.93),0(0.93),0(0.93),0(0.92),0(0.94),0(0.92),-,0(0.92),0(0.93),0(0.92),0(0.92),0(0.93),0(0.9),0(0.92),0(0.93),0(0.92),0(0.91),0(0.91),0(0.97),0(0.92),0(0.92),0(0.92),0(0.93),0(0.92),0(0.91),0(0.92),0(0.94),0(0.92),0(0.91)
3367,-,0(0.97),0(0.92),0(0.91),-2(0.93),-,0(0.93),0(0.92),-,0(0.92),0(0.92),-,0(0.93),0(1.02),-,0(0.99),0(0.93),-,-,-,0(0.93),-,0(0.93),0(0.92),0(0.92),0(0.93),0(0.93),-,0(0.94),0(0.92),0(0.95),0(0.99),42(1.0),-,0(0.9),-,-,0(0.99),-,0(0.91),0(0.9),0(0.92),0(0.92),0(0.93),-,0.0,0(0.91),0(0.94),0(0.92),0(0.92),0(0.92),-,0(0.92),0(0.96),-,0(0.91),0(0.9),0(0.9),0(0.92),0(0.91),0(0.9),0(0.91),-,0(0.94),0(0.91),0(0.91),0(0.9),7(0.92),0(0.91),0(0.9),0(0.92),0(0.92),0(0.94),0(0.91),0(0.91),0(0.93),0(0.94),0(0.92),0(0.94),0(0.97),-,0(0.92),-,-,0(0.92),0(0.92),0(1.01),-,0(0.91),-,0(0.92),0(0.93),-,0(0.92),0(0.91),0(0.92),-
1718,-,0(0.97),0(0.92),0(0.91),-2(0.92),-,0(0.93),0(0.92),0(0.9),0(0.93),0(0.92),0(0.91),0(0.93),0(1.0),0(0.91),0(0.98),0(0.93),0(0.91),0(0.91),-,0(0.93),-,0(0.93),0(0.92),0(0.93),0(0.93),0(0.92),0(0.9),0(0.94),0(0.92),0(0.95),0(0.99),40(1.01),0(0.9),-,-,-,0(0.99),0(0.9),0(0.92),-,0(0.91),0(0.91),0(0.92),0(0.91),0(0.91),0.0,0(0.93),0(0.93),0(0.91),0(0.92),-,0(0.92),0(0.95),-1(0.9),0(0.91),0(0.91),0(0.91),0(0.93),0(0.91),0(0.92),0(0.92),-,0(0.93),0(0.93),0(0.91),0(0.91),7(0.92),0(0.92),0(0.91),0(0.92),0(0.92),0(0.94),0(0.91),0(0.9),0(0.92),0(0.94),0(0.92),0(0.93),0(0.95),-,0(0.92),0(0.91),0(0.9),0(0.91),0(0.92),0(1.0),0(0.9),0(0.92),0(0.91),0(0.92),0(0.93),-,0(0.92),0(0.92),0(0.92),-
5246,-,0(1.03),0(0.94),0(0.93),-2(0.96),-,0(0.96),0(0.95),0(0.9),0(0.95),0(0.95),0(0.91),0(0.96),0(1.12),0(0.91),0(1.06),0(0.96),0(0.92),0(0.91),0(0.9),0(0.96),0(0.91),0(0.96),0(0.95),0(0.96),0(0.96),0(0.96),0(0.9),0(0.98),0(0.95),0(1.01),0(1.05),41(1.02),0(0.92),0(0.92),-,0(0.9),0(1.07),0(0.91),0(0.94),0(0.92),0(0.94),0(0.94),0(0.96),0(0.91),0(0.94),0(0.93),0.0,0(0.96),0(0.94),0(0.95),-,0(0.94),0(1.01),0(0.9),0(0.93),0(0.92),0(0.92),0(0.95),0(0.93),0(0.92),0(0.94),-,0(0.98),0(0.94),0(0.93),0(0.92),0(0.95),0(0.93),0(0.92),0(0.95),0(0.95),0(0.98),0(0.93),0(0.93),0(0.96),0(0.98),0(0.94),0(0.98),0(1.02),0(0.91),0(0.94),0(0.92),0(0.91),0(0.95),0(0.94),0(1.09),0(0.91),0(0.94),0(0.91),0(0.95),0(0.96),0(0.91),0(0.95),0(0.94),0(0.95),-
1792,0(0.91),0(1.01),0(0.95),0(0.93),-2(0.94),0(0.91),0(0.96),0(0.95),0(0.92),0(0.96),0(0.95),0(0.93),0(0.95),0(1.07),0(0.93),0(1.03),0(0.96),0(0.93),0(0.93),0(0.91),0(0.96),0(0.91),0(0.96),0(0.94),0(0.96),0(0.96),0(0.94),0(0.92),0(0.97),0(0.94),0(0.99),0(1.05),40(1.03),0(0.92),0(0.91),-,0(0.91),0(1.05),0(0.91),0(0.95),0(0.91),0(0.93),0(0.93),0(0.94),0(0.93),0(0.92),0(0.93),0(0.96),0.0,0(0.94),0(0.95),-,0(0.94),0(0.99),0(0.92),0(0.93),0(0.93),0(0.93),0(0.96),0(0.92),0(0.94),0(0.94),-,0(0.96),0(0.95),0(0.93),0(0.93),7(0.93),0(0.95),0(0.93),0(0.95),0(0.95),0(0.97),0(0.93),0(0.92),0(0.95),0(0.97),0(0.94),0(0.96),0(1.0),0(0.91),0(0.94),0(0.93),0(0.92),0(0.93),0(0.94),0(1.07),0(0.92),0(0.94),0(0.93),0(0.95),0(0.95),0(0.91),0(0.95),0(0.95),0(0.95),0(0.9)
